Case Number,Case Title,Requesting Court,Topics,Judgment ECLI,Judgment CELEX,Has AG Opinion,AG Opinion Title,AG Opinion ECLI,Has Summary,Summary CELEX
Case C-617/19,Case C-617/19 Granarolo v Ministero dell'Ambiente e della Tutela del Territorio e del Mare and Others,Request for a preliminary ruling from the Tribunale Amministrativo Regionale per il Lazio,Reference for a preliminary ruling – Environment – Directive 2003/87/EC – Greenhouse gas emission allowance trading scheme – Article 3(e) – Concept of ‘installation’ – Article 3(f) – Concept of ‘operator’ – Points 2 and 3 of Annex I – Aggregation rule – Aggregation of the capacities of the activities in an installation – Transfer of an electricity and heat cogeneration unit by the owner of an industrial facility – Contract for the supply of energy between the transferor and transferee undertakings – Updating of the greenhouse gas emissions permit,ECLI:EU:C:2021:338,62019CJ0617,Yes,Opinion of Advocate General Saugmandsgaard Øe delivered on 10 December 2020,ECLI:EU:C:2020:1016,Yes,62019CJ0617_SUM
Case C-815/19,Case C-815/19 Natumi v Land Nordrhein-Westfalen,Request for a preliminary ruling from the Bundesverwaltungsgericht,"Reference for a preliminary ruling – Agriculture and fisheries – Organic production and labelling of organic products – Regulation (EC) No 834/2007 – Article 19(2) – Articles 21 and 23 – Regulation (EC) No 889/2008 – Article 27(1) – Article 28 – Annex IX, point 1.3 – Processing of organic food – Non-organic ingredients of agricultural origin – Lithothamnium calcareum alga – Powder obtained by cleaning, grinding and drying the sediment of that alga – Classification – Use in organic foodstuffs for the purpose of calcium enrichment – Authorisation – Conditions",ECLI:EU:C:2021:336,62019CJ0815,Yes,Opinion of Advocate General Richard de la Tour delivered on 9 December 2020,ECLI:EU:C:2020:1008,Yes,62019CJ0815_SUM
Case C-19/20,Case C-19/20 I.W. and R.W. v Bank BPH,Request for a preliminary ruling from the Sąd Okręgowy w Gdańsku,"Reference for a preliminary ruling – Consumer protection – Directive 93/13/EEC – Unfair terms in consumer contracts – Effects of a finding that a term is unfair – Mortgage loan agreement denominated in a foreign currency – Determination of the exchange rate between currencies – Novation agreement – Deterrent effect – Obligations of the national court – Article 6(1), and Article 7(1)",ECLI:EU:C:2021:341,62020CJ0019,No,,,Yes,62020CJ0019_SUM
Case C-47/20,Case C-47/20 F. v Stadt Karlsruhe (Recognition of a renewed driving licence),Request for a preliminary ruling from the Bundesverwaltungsgericht,Reference for a preliminary ruling – Transport – Driving licences – Withdrawal of the licence in the territory of a Member State other than the issuing Member State – Renewal of the licence by the issuing Member State after the withdrawal decision – No automaticity of mutual recognition,ECLI:EU:C:2021:332,62020CJ0047,No,,,Yes,62020CJ0047_SUM
Case C-56/20,Case C-56/20 AR v Stadt Pforzheim (Information on driving licence),Request for a preliminary ruling from the Verwaltungsgerichtshof Baden-Württemberg,Reference for a preliminary ruling – Transport – Driving licences – Mutual recognition – Withdrawal of the licence in the territory of a Member State other than the issuing Member State – Affixing of an endorsement to the driving licence indicating that it is not valid within that Member State,ECLI:EU:C:2021:333,62020CJ0056,No,,,Yes,62020CJ0056_SUM
Case C-665/20 PPU,Case C-665/20 PPU X (European arrest warrant – Ne bis in idem),Request for a preliminary ruling from the Rechtbank Amsterdam,Reference for a preliminary ruling – Urgent preliminary ruling procedure – Judicial cooperation in criminal matters – Framework Decision 2002/584/JHA – European arrest warrant – Grounds for optional non-execution – Article 4(5) – Requested person has been finally judged in a third State in respect of the same acts – Sentence has been served or may no longer be executed under the law of the sentencing country – Implementation – Margin of discretion of the executing judicial authority – Concept of ‘same acts’ – Remission of sentence granted by a non-judicial authority as part of a general leniency measure,ECLI:EU:C:2021:339,62020CJ0665,Yes,Opinion of Advocate General Hogan delivered on 15 April 2021,ECLI:EU:C:2021:303,Yes,62020CJ0665_SUM
Case C-541/20 R,Case C-541/20 R Lithuania v Parliament and Council,,,,,No,,,No,
Case C-535/20,Case C-535/20 BNP Paribas Personal Finance v T.G.M.,,,,,No,,,No,
Case C-573/20,Case C-573/20 Casa di Cura Città di Parma v Agenzia delle Entrate,,Reference for a preliminary ruling – Articles 53(2) and 99 of the Rules of Procedure of the Court – Taxation – Common system of value added tax (VAT) – Sixth Directive 77/388/EEC – Article 17(2)(a) – Mixed taxable person – Deductible proportion – Public or private health structures carrying out exempt activities – National legislation excluding the deduction of VAT relating to the purchase of goods or services used for the requirements of those exempt activities,,,No,,,No,
Case C-694/19 P,Case C-694/19 P Italmobiliare and Others v Commission,,,ECLI:EU:C:2021:286,,No,,,No,
Case C-733/19,Case C-733/19 Netherlands v Council and Parliament,,,ECLI:EU:C:2021:272,,No,,,No,
Case C-868/19,Case C-868/19 M-GmbH v Finanzamt für Körperschaften,,"Reference for a preliminary ruling – Value-added tax (VAT) – Directive 2006/112/EC – Article 9 – Taxable persons – Article 11 – Option for the Member States to treat as a single taxable person persons who are independent from a legal point of view but are closely linked to one another financially, economically and organisationally (‘VAT group’) – Concept of ‘close financial links’ – National legislation according to which partnerships, whose partners, alongside the controlling company, are not solely financially integrated persons in the undertaking of the controlling company, are prevented from being a member of a VAT group – Legal certainty – Preventative measures against fraud and tax evasion – Proportionality – VAT neutrality",ECLI:EU:C:2021:285,,No,,,No,
Case C-875/19 P,Case C-875/19 P FV v Council,,,ECLI:EU:C:2021:283,,No,,,No,
Case C-877/19 P,Case C-877/19 P FV v Council,,,ECLI:EU:C:2021:284,,No,,,No,
Case C-622/20 P,Case C-622/20 P Validity Foundation and Center for Independent Living v Commission,,,,,No,,,No,
Case C-592/20,Case C-592/20 NT and Others v British Airways,,Reference for a preliminary ruling – Article 99 of the Rules of Procedure of the Court of Justice – Air transport – Regulation (EC) No 261/2004 – Article 2(b) and Article 7(1) – Compensation for long delays at the final destination of a connecting flight – Connecting flight with several flight segments – Single booking – Cancellation of a flight segment by a carrier other than the one with which the single booking was made – Operating air carrier – Distance to be taken into account for the purpose of determining the amount of compensation,,,No,,,No,
Case C-471/20,Case C-471/20 Centre d’Enseignement Secondaire Saint-Vincent de Soignies v FS,,,,,No,,,No,
Case C-704/19,Case C-704/19 Commission v Spain (DTT in Castilla-La Mancha),,,ECLI:EU:C:2021:342,,No,,,No,
Case C-847/19 P,Case C-847/19 P Achemos Grupė and Achema v Commission,,,ECLI:EU:C:2021:343,,No,,,No,
Case C-890/19 P,Case C-890/19 P Fortischem v Commission,,,ECLI:EU:C:2021:345,,No,,,No,
Case C-41/21 P,Case C-41/21 P Allergan Holdings France v EUIPO,,,,,No,,,No,
Case C-499/18 P,Case C-499/18 P Bayer CropScience and Bayer v Commission,,,ECLI:EU:C:2021:367,62018CJ0499,Yes,Opinion of Advocate General Kokott delivered on 17 September 2020,ECLI:EU:C:2020:735,Yes,62018CJ0499_SUM
Joined Cases C-551/19 P and C-552/19 P,Joined Cases C-551/19 P and C-552/19 P ABLV Bank and Others v ECB,,,ECLI:EU:C:2021:369,62019CJ0551,Yes,Opinion of Advocate General Campos Sánchez-Bordona delivered on 14 January 2021,ECLI:EU:C:2021:16,Yes,62019CJ0551_SUM
Case C-142/20,Case C-142/20 Analisi G. Caracciolo v Regione Siciliana - Assessorato regionale della salute - Dipartimento regionale per la pianificazione and Others,Request for a preliminary ruling from the Consiglio di Giustizia amministrativa per la Regione siciliana,Reference for a preliminary ruling – Approximation of laws – Regulation (EC) No 765/2008 – Requirements for accreditation and market surveillance relating to the marketing of products – Single national accreditation body – Issuing of the accreditation certificate to conformity assessment bodies – Accreditation body having its seat in a third State – Article 56 TFEU – Article 102 TFEU – Articles 20 and 21 of the Charter of Fundamental Rights of the European Union – Validity,ECLI:EU:C:2021:368,62020CJ0142,No,,,Yes,62020CJ0142_SUM
Case C-505/19,Case C-505/19 WS v Bundesrepublik Deutschland (Interpol  red notice),Request for a preliminary ruling from the Verwaltungsgericht Wiesbaden,Reference for a preliminary ruling – Convention implementing the Schengen Agreement – Article 54 – Charter of Fundamental Rights of the European Union – Article 50 – Ne bis in idem principle – Article 21 TFEU – Freedom of movement of persons – Interpol red notice – Directive (EU) 2016/680 – Lawfulness of the processing of personal data contained in such a notice,ECLI:EU:C:2021:376,62019CJ0505,Yes,Opinion of Advocate General Bobek delivered on 19 November 2020,ECLI:EU:C:2020:939,Yes,62019CJ0505_SUM
Case C-709/19,Case C-709/19 Vereniging van Effectenbezitters v BP,Request for a preliminary ruling from the Hoge Raad der Nederlanden,"Reference for a preliminary ruling – Jurisdiction and the enforcement of judgments in civil and commercial matters – Regulation (EU) No 1215/2012 – Article 7(2) – Jurisdiction in tort, delict or quasi-delict – Place where the harmful event occurred – Damage consisting in purely financial loss",ECLI:EU:C:2021:377,62019CJ0709,Yes,Opinion of Advocate General Campos Sánchez-Bordona delivered on 17 December 2020,ECLI:EU:C:2020:1056,Yes,62019CJ0709_SUM
Case C-844/19,"Case C-844/19 CS and Finanzamt Österreich, Dienststelle Graz-Stadt v Finanzamt Österreich, Dienststelle Judenburg Liezen and technoRent International",Request for a preliminary ruling from the Verwaltungsgerichtshof,Reference for a preliminary ruling – Common system of value added tax (VAT) – Directive 2006/112/EC – Article 90 – Reduction of the taxable amount – Article 183 – Refund of excess VAT – Default interest – No national rule – Principle of fiscal neutrality – Direct effect of provisions of EU law – Principle that national law must be interpreted in conformity with EU law,ECLI:EU:C:2021:378,62019CJ0844,Yes,Opinion of Advocate General Kokott delivered on 21 January 2021,ECLI:EU:C:2021:58,Yes,62019CJ0844_SUM
Case C-27/20,Case C-27/20 PF and QG v CAF,Request for a preliminary ruling from the Tribunal de grande instance de Rennes,Reference for a preliminary ruling – Freedom of movement for workers – Equal treatment – Social advantages – Ceilings related to resources – Account taken of the resources received in the penultimate year preceding the period of payment of allowances – Worker returning to his Member State of origin – Reduction in the entitlement to family allowances,ECLI:EU:C:2021:383,62020CJ0027,No,,,Yes,62020CJ0027_SUM
Case C-70/20,Case C-70/20 YL v Altenrhein Luftfahrt,Request for a preliminary ruling from the Oberster Gerichtshof,Reference for a preliminary ruling – Air transport – Montreal Convention – Article 17(1) – Air carrier liability in the event of accidents – Concept of ‘accident’ – Hard landing made within the normal operating range of an aircraft – Bodily injury allegedly sustained by a passenger during such a landing – No accident,ECLI:EU:C:2021:379,62020CJ0070,No,,,Yes,62020CJ0070_SUM
